,crash_id,lat,long,street,severity,illumination,weather,road_conditon,year,day,hour,date,day_n_nite_dummy
173674,2020093615,40.4104,-80.082,HAYS ST,1,3.0,3.0,1.0,2020,4,18.0,2020-11,False
173675,2020093619,40.4779,-79.7985,ALCOMA DR,1,3.0,3.0,1.0,2020,4,19.0,2020-11,False
173676,2020093622,40.512,-79.9471,SAXONBURG BL,1,2.0,3.0,1.0,2020,3,17.0,2020-11,False
173677,2020093629,40.2796,-79.9089,SCOTIA HOLLOW RD,1,3.0,3.0,1.0,2020,4,21.0,2020-11,False
173678,2020093630,40.4549,-80.025,FULTON ST,1,1.0,3.0,1.0,2020,3,7.0,2020-11,True
173680,2020093651,40.498,-79.8411,ELLIOTT ST,1,3.0,3.0,1.0,2020,4,23.0,2020-11,False
173681,2020093652,40.3937,-79.9345,RAMP RD/TO SR 0837 SH,1,3.0,3.0,1.0,2020,5,0.0,2020-11,False
173682,2020093653,40.465,-79.8827,BLACKADORE AV,1,2.0,3.0,1.0,2020,5,0.0,2020-11,False
173683,2020093655,40.3703,-79.8528,KENNEDY AV,1,3.0,3.0,1.0,2020,1,21.0,2020-11,False
173684,2020093656,40.5144,-79.9068,HUNT RD,1,2.0,3.0,1.0,2020,4,23.0,2020-11,False
173685,2020093663,40.4796,-80.039,FLEMING AV,1,3.0,3.0,1.0,2020,5,1.0,2020-11,False
173686,2020093671,40.5361,-80.1836,OHIO RIVER BL,1,3.0,3.0,1.0,2020,7,21.0,2020-10,False
173687,2020093705,40.6321,-79.8509,MARSHALL RD,1,1.0,3.0,1.0,2020,7,14.0,2020-10,True
173689,2020093714,40.3859,-80.1859,MARSHALL RD,1,1.0,3.0,1.0,2020,1,12.0,2020-11,True
173690,2020093726,40.4624,-79.9818,EAST OHIO ST,1,1.0,3.0,1.0,2020,4,14.0,2020-11,True
173691,2020093737,40.5189,-79.959,BRAUN ST,1,1.0,3.0,1.0,2020,2,99.0,2020-11,True
173692,2020093750,40.4139,-80.0095,SAW MILL RUN BL,1,1.0,3.0,1.0,2020,5,8.0,2020-11,True
173693,2020093753,40.3696,-79.9126,BEGGS ST,1,1.0,3.0,1.0,2020,5,7.0,2020-11,True
173694,2020093761,40.3349,-79.9467,CLAIRTON BL,1,1.0,3.0,1.0,2020,5,11.0,2020-11,True
173695,2020093768,40.344,-79.9449,CENTURY DR,1,1.0,3.0,1.0,2020,3,12.0,2020-11,True
173696,2020093776,40.4555,-79.8844,FRANKSTOWN AV,1,1.0,3.0,1.0,2020,3,15.0,2020-11,True
173697,2020093783,40.4364,-79.9766,JUMONVILLE ST,1,1.0,3.0,1.0,2020,5,10.0,2020-11,True
173699,2020093821,40.4445,-79.8531,PENN LINCOLN PY,1,1.0,3.0,1.0,2020,6,12.0,2020-10,True
173700,2020093825,40.4428,-79.8116,PENN LINCOLN PY,1,3.0,3.0,9.0,2020,2,0.0,2020-10,False
173702,2020093832,40.518,-79.8537,ALLEGHENY VALLEY EX,1,2.0,3.0,1.0,2020,4,19.0,2020-10,False
173706,2020093847,40.6517,-80.0421,MAINLINE PK,1,2.0,3.0,1.0,2020,7,1.0,2020-10,False
173707,2020093859,40.4371,-79.8646,PENN LINCOLN PY,1,1.0,3.0,1.0,2020,2,16.0,2020-11,True
173708,2020093888,40.4702,-80.0126,CHARLES ST,1,1.0,3.0,1.0,2020,5,13.0,2020-11,True
173709,2020093889,40.4608,-79.8677,FRANKSTOWN RD,1,1.0,3.0,1.0,2020,5,13.0,2020-11,True
173710,2020093890,40.4845,-80.0254,WOODS RUN AV,1,1.0,3.0,1.0,2020,5,14.0,2020-11,True
173711,2020093891,40.4687,-79.9159,STANTON AV,1,3.0,3.0,1.0,2020,5,19.0,2020-10,False
173712,2020093893,40.416,-79.9467,MOBILE ST,1,3.0,3.0,1.0,2020,3,17.0,2020-11,False
173713,2020093910,40.4386,-79.9856,5TH AV,1,1.0,3.0,1.0,2020,5,15.0,2020-11,True
173714,2020093935,40.5092,-80.2394,MCLAUGHLIN RD,1,2.0,3.0,1.0,2020,2,0.0,2020-10,False
173715,2020093936,40.5412,-80.2556,GLENGARRY DR,1,3.0,3.0,1.0,2020,7,18.0,2020-10,False
173716,2020093971,40.4387,-79.748,NEW WM PENN HW,1,1.0,3.0,1.0,2020,6,17.0,2020-10,True
173717,2020093976,40.4629,-79.8241,RODI RD,1,3.0,3.0,1.0,2020,5,18.0,2020-11,False
173718,2020093984,40.44,-80.2236,WALDEN WY,1,1.0,3.0,1.0,2020,4,13.0,2020-11,True
173719,2020094067,40.4702,-80.2305,AIRPORT PY,1,1.0,3.0,1.0,2020,5,13.0,2020-11,True
173720,2020094068,40.558,-80.0162,WINDMILL LN,1,1.0,3.0,1.0,2020,5,16.0,2020-11,True
173721,2020094089,40.3469,-79.8385,MCCLEARY ST,1,2.0,3.0,1.0,2020,5,4.0,2020-11,False
173722,2020094109,40.3796,-79.9255,MIFFLIN RD,1,3.0,3.0,1.0,2020,6,1.0,2020-11,False
173723,2020094139,40.5305,-80.0093,SIEBERT RD,1,1.0,3.0,1.0,2020,6,17.0,2020-10,True
173724,2020094140,40.5096,-80.0038,MCKNIGHT RD,1,2.0,3.0,1.0,2020,2,21.0,2020-8,False
173725,2020094141,40.5067,-80.0069,NELSON RUN RD,1,1.0,3.0,1.0,2020,7,13.0,2020-10,True
173727,2020094144,40.5239,-80.0152,BABCOCK BL,1,1.0,3.0,1.0,2020,4,14.0,2020-10,True
173728,2020094146,40.5352,-80.022,LONGVUE DR,1,1.0,3.0,1.0,2020,4,8.0,2020-10,True
173729,2020094158,40.439,-79.9947,6TH AV,1,3.0,3.0,1.0,2020,5,18.0,2020-11,False
173730,2020094159,40.4916,-79.8817,FOX CHAPEL RD,1,1.0,3.0,1.0,2020,6,6.0,2020-11,True
173731,2020094163,40.4974,-79.87,GAMMA DR,1,1.0,3.0,1.0,2020,6,7.0,2020-11,True
173732,2020094168,40.5405,-79.8126,FREEPORT RD,1,1.0,3.0,1.0,2020,4,13.0,2020-11,True
173733,2020094169,40.4635,-79.7047,CAPE COD DR,1,1.0,3.0,1.0,2020,5,9.0,2020-11,True
173734,2020094171,40.4982,-79.9464,ELM LN,1,1.0,3.0,1.0,2020,7,17.0,2020-10,True
173735,2020094173,40.4844,-80.0405,CALIFORNIA AV,1,1.0,3.0,1.0,2020,6,9.0,2020-11,True
173736,2020094174,40.482,-79.9636,EAST OHIO ST,1,1.0,3.0,1.0,2020,6,7.0,2020-11,True
173737,2020094186,40.4634,-79.904,TENNIS ST,1,1.0,3.0,1.0,2020,4,16.0,2020-11,True
173738,2020094217,40.4614,-79.9707,32ND ST,1,1.0,3.0,1.0,2020,2,14.0,2020-9,True
173739,2020094277,40.3556,-79.8271,DELAWARE ST,1,1.0,3.0,1.0,2020,6,15.0,2020-11,True
173740,2020094280,40.3101,-79.8914,FROM 2038 TO 0010 HW,1,1.0,3.0,1.0,2020,6,14.0,2020-11,True
173741,2020094283,40.4371,-79.9631,CRAFT AV,1,1.0,3.0,1.0,2020,4,11.0,2020-11,True
173742,2020094285,40.3582,-79.8318,FIFTH AV,1,1.0,3.0,1.0,2020,6,15.0,2020-11,True
173743,2020094287,40.4662,-79.952,PENN AV,1,1.0,3.0,1.0,2020,6,14.0,2020-11,True
173744,2020094301,40.3525,-79.9189,LEBANON CHURCH RD,1,1.0,3.0,1.0,2020,6,16.0,2020-11,True
173745,2020094334,40.4472,-80.1537,STEUBENVILLE PK,1,1.0,3.0,1.0,2020,4,16.0,2020-11,True
173746,2020094337,40.4649,-79.9541,MAIN ST,1,3.0,3.0,1.0,2020,6,17.0,2020-11,False
173747,2020094339,40.4611,-79.983,EAST OHIO ST,1,3.0,3.0,1.0,2020,6,17.0,2020-11,False
173748,2020094346,40.2777,-79.8061,INDUSTRY RD,1,1.0,3.0,1.0,2020,6,16.0,2020-11,True
173749,2020094369,40.6459,-80.0716,ROWAN RD,1,3.0,3.0,1.0,2020,6,17.0,2020-11,False
173750,2020094430,40.4621,-79.9884,HOMER ST,1,3.0,3.0,1.0,2020,6,20.0,2020-11,False
173751,2020094445,40.4338,-80.0279,SHALER ST,1,3.0,3.0,1.0,2020,6,22.0,2020-11,False
173752,2020094448,40.4345,-79.9229,MURRAY AV,1,3.0,3.0,1.0,2020,6,20.0,2020-11,False
173753,2020094449,40.492,-79.7926,LEECHBURG RD,1,3.0,3.0,1.0,2020,6,23.0,2020-11,False
173754,2020094451,40.4649,-79.8241,UNIVERSAL RD,1,3.0,3.0,1.0,2020,6,23.0,2020-11,False
173755,2020094458,40.4499,-79.9718,WATT LN,1,3.0,3.0,1.0,2020,6,21.0,2020-11,False
173756,2020094459,40.4483,-80.0042,GENERAL ROBINSON ST,1,3.0,3.0,1.0,2020,6,23.0,2020-11,False
173757,2020094461,40.4472,-79.8954,S BRADDOCK AV,1,3.0,3.0,1.0,2020,6,23.0,2020-11,False
173758,2020094465,40.4266,-79.9875,FREYBURG ST,1,3.0,3.0,1.0,2020,6,22.0,2020-11,False
173759,2020094476,40.4942,-80.0077,EVERGREEN RD,1,3.0,3.0,1.0,2020,7,3.0,2020-11,False
173760,2020094482,40.3617,-80.0641,CEDAR BL,1,1.0,3.0,1.0,2020,6,7.0,2020-11,True
173761,2020094483,40.3865,-80.0438,WASHINGTON RD,1,1.0,3.0,1.0,2020,6,10.0,2020-11,True
173762,2020094493,40.4455,-80.0999,STEUBENVILLE PK,1,1.0,3.0,1.0,2020,2,13.0,2020-11,True
173763,2020094507,40.4486,-80.0629,BERRY ST,1,3.0,3.0,1.0,2020,6,18.0,2020-11,False
173764,2020094516,40.5789,-79.9531,CRAIGHEAD RD,1,3.0,3.0,1.0,2020,2,17.0,2020-11,False
173765,2020094526,40.4684,-80.068,BROADWAY AV,1,1.0,3.0,1.0,2020,7,10.0,2020-11,True
173766,2020094543,40.617,-79.9459,RANALLI DR,1,1.0,3.0,1.0,2020,7,12.0,2020-11,True
173767,2020094544,40.3189,-79.7854,CIRCLE DR,1,1.0,3.0,1.0,2020,7,11.0,2020-11,True
173768,2020094606,40.4451,-80.0096,FORT DUQUESNE BR,1,1.0,3.0,1.0,2020,5,7.0,2020-11,True
173769,2020094624,40.5912,-79.9522,BELLA VISTA CR,1,1.0,3.0,1.0,2020,2,15.0,2020-11,True
173770,2020094627,40.4539,-80.0651,CHARTIERS AV,1,1.0,3.0,1.0,2020,7,15.0,2020-11,True
173771,2020094715,40.6173,-79.8338,CREIGHTON-RUSSELLTON RD,1,2.0,3.0,1.0,2020,7,18.0,2020-11,False
173772,2020094717,40.4637,-79.9238,HIGHLAND DR,1,3.0,3.0,1.0,2020,2,23.0,2020-11,False
173773,2020094727,40.4829,-80.0365,TERMON AV,1,3.0,3.0,1.0,2020,7,19.0,2020-11,False
173774,2020094731,40.5139,-79.9515,WILLIAM FLYNN HW,1,3.0,3.0,1.0,2020,3,17.0,2020-11,False
173775,2020094746,40.4495,-80.0887,BEECHNUT DR,1,2.0,3.0,1.0,2020,7,20.0,2020-11,False
173776,2020094749,40.3272,-79.8925,MONONGAHELA AV,1,3.0,3.0,1.0,2020,7,4.0,2020-11,False
173777,2020094751,40.5148,-80.1163,OHIO RIVER BL,1,3.0,3.0,1.0,2020,6,2.0,2020-11,False
173778,2020094752,40.4783,-80.0279,WOODS RUN AV,1,3.0,3.0,1.0,2020,7,23.0,2020-11,False
173779,2020094754,40.451,-80.0276,OHIO RIVER BL,1,3.0,3.0,1.0,2020,1,1.0,2020-11,False
173780,2020094757,40.5238,-79.8344,HULTON BRIDGE RD,1,3.0,3.0,1.0,2020,6,23.0,2020-11,False
173781,2020094758,40.3503,-79.927,COUNTY AIRPORT ENT RD,1,1.0,3.0,1.0,2020,6,16.0,2020-10,True
173782,2020094761,40.4197,-79.8501,MARION AV,1,3.0,3.0,1.0,2020,1,2.0,2020-11,False
173783,2020094765,40.4439,-79.7919,OLD WILLIAM PENN HW,1,3.0,3.0,1.0,2020,1,2.0,2020-11,False
173784,2020094767,40.3881,-80.0557,COCHRAN RD,1,3.0,3.0,1.0,2020,7,18.0,2020-11,False
173785,2020094786,40.4443,-80.1302,MCCORMICK RD,1,2.0,3.0,1.0,2020,7,17.0,2020-11,False
173786,2020094794,40.4659,-80.013,WILSON AV,1,3.0,3.0,1.0,2020,1,1.0,2020-11,False
173787,2020094803,40.3484,-79.9448,LEBANON RD,1,1.0,3.0,1.0,2020,3,11.0,2020-11,True
173788,2020094808,40.5256,-79.8412,HULTON BRIDGE RD,1,1.0,3.0,1.0,2020,2,14.0,2020-11,True
173789,2020094810,40.5114,-80.1008,OHIO RIVER BL,1,3.0,3.0,1.0,2020,1,23.0,2020-10,False
173790,2020094812,40.4512,-80.1374,STEUBENVILLE PK,1,1.0,3.0,1.0,2020,7,14.0,2020-11,True
173791,2020094813,40.3521,-79.9646,DOYLE RD,1,1.0,3.0,1.0,2020,7,13.0,2020-11,True
173792,2020094817,40.43,-80.0139,WOODRUFF ST,1,2.0,3.0,1.0,2020,4,18.0,2020-11,False
173793,2020094837,40.4469,-80.1583,CAMPBELLS RUN RD,1,1.0,3.0,1.0,2020,7,11.0,2020-11,True
173794,2020094840,40.6224,-80.07,COLE RD,1,3.0,3.0,1.0,2020,1,2.0,2020-11,False
173795,2020094842,40.3557,-79.8431,DUQUESNE BR,1,1.0,3.0,1.0,2020,1,8.0,2020-11,True
173796,2020094844,40.3431,-79.9689,FIDELITY DR,1,3.0,3.0,1.0,2020,7,17.0,2020-11,False
173797,2020094845,40.4101,-80.0825,E MAIN ST,1,1.0,3.0,1.0,2020,3,14.0,2020-11,True
173799,2020094873,40.4404,-79.8325,PENN LINCOLN PY,1,1.0,3.0,9.0,2020,1,10.0,2020-11,True
173800,2020094889,40.4256,-79.9054,PENN LINCOLN PY,1,3.0,3.0,1.0,2020,5,23.0,2020-11,False
173801,2020094897,40.4167,-80.0861,PENN LINCOLN PY,1,3.0,3.0,1.0,2020,6,18.0,2020-11,False
173802,2020094902,40.4365,-80.1479,PENN LINCOLN PY,1,1.0,3.0,1.0,2020,7,15.0,2020-11,True
173803,2020094908,40.5274,-79.835,OAKGLEN DR,1,1.0,3.0,1.0,2020,1,14.0,2020-11,True
173804,2020094910,40.414,-79.9905,KNOX AV,1,1.0,3.0,1.0,2020,1,14.0,2020-11,True
173805,2020094911,40.2883,-79.9967,BROWNSVILLE RD,1,1.0,3.0,1.0,2020,5,15.0,2020-11,True
173806,2020094912,40.4203,-79.8847,ROSLYN ST,1,3.0,3.0,1.0,2020,7,19.0,2020-10,False
173807,2020094915,40.4611,-79.8664,ROBINSON BL,1,1.0,3.0,1.0,2020,1,14.0,2020-11,True
173808,2020094918,40.5419,-80.0129,ROSS PARK MALL DR,1,3.0,3.0,1.0,2020,7,19.0,2020-11,False
173809,2020094919,40.4096,-80.0802,ANTHONY ST,1,3.0,3.0,1.0,2020,7,18.0,2020-11,False
173810,2020094923,40.3385,-79.9684,CURRY HOLLOW RD,1,1.0,3.0,1.0,2020,1,15.0,2020-11,True
173811,2020094924,40.3687,-79.9763,BROWNSVILLE RD,1,1.0,3.0,1.0,2020,1,15.0,2020-11,True
173812,2020094963,40.3441,-79.8246,UNIVERSITY DR,1,1.0,3.0,1.0,2020,3,15.0,2020-11,True
173813,2020095014,40.3584,-79.8444,DUQUESNE BR,1,3.0,3.0,1.0,2020,1,1.0,2020-11,False
173814,2020095016,40.6235,-80.0538,PERRY HW,1,3.0,3.0,1.0,2020,7,22.0,2020-11,False
173815,2020095018,40.383,-79.8574,DUQUESNE BL,1,3.0,3.0,1.0,2020,2,23.0,2020-11,False
173816,2020095021,40.4795,-79.9724,GRANT AV,1,3.0,3.0,1.0,2020,1,4.0,2020-11,False
173817,2020095032,40.3224,-79.8914,OHIO AV,1,3.0,3.0,1.0,2020,1,5.0,2020-11,False
173818,2020095039,40.4714,-79.974,EAST OHIO ST,1,3.0,3.0,1.0,2020,1,20.0,2020-11,False
173819,2020095047,40.415,-80.0113,WARRINGTON AV,1,3.0,3.0,1.0,2020,1,23.0,2020-11,False
173820,2020095057,40.5103,-80.0947,OHIO RIVER BL,1,1.0,3.0,1.0,2020,6,9.0,2020-11,True
173821,2020095062,40.4647,-79.8543,FRANKSTOWN RD,1,3.0,3.0,1.0,2020,1,20.0,2020-11,False
173822,2020095088,40.3997,-79.8211,GREENSBURG PK,1,1.0,3.0,1.0,2020,2,15.0,2020-10,True
173823,2020095112,40.5411,-79.7967,PITTSBURGH ST,1,1.0,3.0,1.0,2020,5,7.0,2020-10,True
173824,2020095118,40.4301,-80.0085,CUTHBERT ST,1,1.0,3.0,1.0,2020,2,7.0,2020-11,True
173825,2020095119,40.339,-79.913,PHILLIP MURRAY RD,1,1.0,3.0,1.0,2020,2,8.0,2020-11,True
173826,2020095139,40.3115,-79.9379,LEWIS RUN RD,1,1.0,3.0,1.0,2020,2,9.0,2020-11,True
173827,2020095157,40.4356,-80.0269,SHALER ST,1,1.0,3.0,1.0,2020,2,10.0,2020-11,True
173828,2020095160,40.458,-80.0299,OHIO RIVER BL,1,3.0,3.0,1.0,2020,1,18.0,2020-11,False
173829,2020095167,40.4541,-79.9968,MADISON AV,1,1.0,3.0,1.0,2020,2,12.0,2020-11,True
173830,2020095211,40.5753,-80.093,NORTH HILLS EX,1,1.0,3.0,1.0,2020,6,11.0,2020-11,True
173831,2020095278,40.4742,-79.9082,DRIVER EXAM STATION DR,1,1.0,3.0,1.0,2020,2,15.0,2020-11,True
173832,2020095284,40.5674,-80.0069,PEEBLES RD,1,1.0,3.0,1.0,2020,2,15.0,2020-11,True
173833,2020095309,40.3617,-80.0699,PAINTERS RUN RD,1,1.0,3.0,1.0,2020,4,10.0,2020-11,True
173835,2020095311,40.3694,-80.0339,MT. LEBANON BL,1,3.0,3.0,1.0,2020,6,23.0,2020-11,False
173836,2020095337,40.5087,-80.1164,GRAND AV,1,1.0,3.0,1.0,2020,2,16.0,2020-11,True
173837,2020095342,40.3854,-79.9785,BROWNSVILLE RD,1,3.0,3.0,1.0,2020,2,17.0,2020-11,False
173841,2020095356,40.4261,-79.9127,SQUIRREL HILL TN,1,3.0,3.0,1.0,2020,6,21.0,2020-10,False
173842,2020095361,40.496,-79.8687,ALLEGHENY VALLEY EX,1,2.0,3.0,1.0,2020,5,1.0,2020-10,False
173845,2020095400,40.5745,-79.7871,ALLEGHENY VALLEY EX,1,3.0,3.0,1.0,2020,4,20.0,2020-11,False
173846,2020095467,40.3621,-79.8616,TAFT AV,1,3.0,3.0,1.0,2020,2,18.0,2020-11,False
173847,2020095477,40.5386,-79.9624,WILLIAM FLINN HW,1,2.0,3.0,1.0,2020,4,22.0,2020-11,False
173848,2020095478,40.4607,-79.8975,LANG AV,1,3.0,3.0,1.0,2020,2,19.0,2020-11,False
173849,2020095482,40.4519,-80.2046,CLIFF MINE RD,1,1.0,3.0,1.0,2020,1,16.0,2020-11,True
173850,2020095502,40.343,-79.8403,MEADOW ST,1,1.0,3.0,1.0,2020,2,12.0,2020-11,True
173851,2020095503,40.5088,-79.7484,ROSS HOLLOW RD,1,2.0,3.0,1.0,2020,1,23.0,2020-11,False
173852,2020095504,40.4663,-79.8469,COAL HOLLOW RD,1,3.0,3.0,1.0,2020,2,23.0,2020-11,False
173853,2020095505,40.3823,-79.929,MIFFLIN RD,1,3.0,3.0,1.0,2020,1,23.0,2020-11,False
173854,2020095554,40.48,-79.7744,VALE AV,1,1.0,3.0,1.0,2020,2,13.0,2020-11,True
173855,2020095576,40.3497,-79.8681,MULBERRY AL,1,1.0,3.0,1.0,2020,2,13.0,2020-11,True
173856,2020095578,40.3456,-80.1142,SOUTH FREEDOM DR,1,1.0,3.0,1.0,2020,5,7.0,2020-11,True
173857,2020095587,40.438,-79.9162,FORBES AV,1,1.0,3.0,1.0,2020,3,9.0,2020-11,True
173858,2020095590,40.3246,-79.7908,LINCOLN WY,1,1.0,3.0,1.0,2020,5,13.0,2020-11,True
173859,2020095613,40.466,-80.1132,CLEVER RD,1,1.0,3.0,1.0,2020,2,12.0,2020-11,True
173860,2020095623,40.4542,-79.9444,MOREWOOD AV,1,1.0,3.0,1.0,2020,2,11.0,2020-11,True
173861,2020095627,40.3314,-79.9456,CLAIRTON BL,1,1.0,3.0,1.0,2020,3,12.0,2020-11,True
173862,2020095634,40.3532,-80.1059,ELIZABETH ST,1,1.0,3.0,1.0,2020,7,12.0,2020-10,True
173863,2020095635,40.3616,-80.1109,WASHINGTON AV,1,1.0,3.0,1.0,2020,4,14.0,2020-11,True
173864,2020095636,40.3617,-80.1108,WASHINGTON AV,1,3.0,3.0,1.0,2020,5,22.0,2020-11,False
173866,2020095678,40.52,-80.0601,NORTH HILLS EX,1,2.0,3.0,9.0,2020,2,6.0,2020-11,False
173867,2020095683,40.5126,-80.0395,HINKEL RD,1,1.0,3.0,1.0,2020,7,15.0,2020-9,True
173869,2020095697,40.5302,-80.0173,EVERGREEN RD,1,2.0,3.0,1.0,2020,5,18.0,2020-11,False
173870,2020095703,40.4489,-80.0067,FORT DUQUESNE BR,1,1.0,3.0,1.0,2020,7,13.0,2020-11,True
173871,2020095710,40.6143,-79.9739,MAINLINE TU,1,2.0,3.0,1.0,2020,1,1.0,2020-11,False
173872,2020095720,40.6353,-79.9905,MAINLINE PK,1,2.0,3.0,1.0,2020,1,23.0,2020-11,False
173873,2020095751,40.3674,-79.8186,FIFTH AV,1,1.0,3.0,1.0,2020,6,15.0,2020-10,True
173874,2020095759,40.4555,-80.0066,W NORTH AV,1,1.0,3.0,1.0,2020,3,16.0,2020-11,True
173875,2020095765,40.4174,-80.0004,ESTELLA AV,1,1.0,3.0,1.0,2020,3,16.0,2020-11,True
173876,2020095817,40.3915,-80.0169,CHELTON AV,1,1.0,3.0,1.0,2020,3,16.0,2020-11,True
173877,2020095858,40.5753,-79.7867,ALLEGHENY VALLEY EX,1,1.0,3.0,1.0,2020,3,11.0,2020-11,True
173878,2020095859,40.5758,-79.7868,ALLEGHENY VALLEY EX,1,1.0,3.0,1.0,2020,3,12.0,2020-11,True
173879,2020095872,40.4413,-80.1574,PENN LINCOLN PY,1,1.0,3.0,1.0,2020,5,20.0,2020-11,True
173880,2020095890,40.5361,-79.8446,ALLEGHENY VALLEY EX,1,1.0,3.0,1.0,2020,2,6.0,2020-11,True
173881,2020095902,40.4645,-79.9137,MEADOW ST,1,2.0,3.0,1.0,2020,3,19.0,2020-11,False
173883,2020095904,40.5412,-79.7898,PITTSBURGH ST,1,3.0,3.0,1.0,2020,1,1.0,2020-10,False
173884,2020095910,40.4132,-79.9889,MATHEWS AV,1,3.0,3.0,1.0,2020,3,19.0,2020-11,False
173885,2020095919,40.4074,-79.9141,W 5TH AV,1,1.0,3.0,1.0,2020,2,15.0,2020-11,True
173886,2020095920,40.4483,-80.0656,MAINSGATE ST,1,3.0,3.0,1.0,2020,3,18.0,2020-11,False
173887,2020095928,40.4318,-80.0276,SAWMILL RUN INT/RAMP C RD,1,3.0,3.0,1.0,2020,3,20.0,2020-11,False
173888,2020095939,40.3504,-79.9259,LEBANON CHURCH RD,1,3.0,3.0,1.0,2020,6,2.0,2020-11,False
173889,2020095948,40.3677,-79.9708,WANLEY RD,1,2.0,3.0,3.0,2020,3,22.0,2020-11,False
173890,2020095951,40.4274,-79.858,BRADDOCK RD,1,3.0,3.0,1.0,2020,3,23.0,2020-11,False
173891,2020095952,40.4155,-79.9249,BROWNS HILL RD,1,3.0,3.0,1.0,2020,3,23.0,2020-11,False
173892,2020095957,40.4944,-80.0646,OHIO RIVER BL,1,3.0,3.0,1.0,2020,7,21.0,2020-11,False
173893,2020095965,40.4796,-79.9725,GRANT AV,1,1.0,3.0,1.0,2020,1,8.0,2020-11,True
173894,2020095969,40.5411,-79.8013,PITTSBURGH ST,1,1.0,3.0,1.0,2020,1,15.0,2020-10,True
173895,2020095999,40.628,-79.9418,APPLEWOOD DR,1,1.0,3.0,1.0,2020,3,14.0,2020-11,True
173896,2020096021,40.4669,-80.1306,CLEVER RD,1,1.0,3.0,1.0,2020,3,14.0,2020-11,True
173900,2020096082,40.4398,-79.7563,TOLL ROAD RAMP RD,1,1.0,3.0,1.0,2020,6,15.0,2020-10,True
173903,2020096097,40.4273,-79.9511,PENN LINCOLN PY,1,1.0,3.0,1.0,2020,7,11.0,2020-9,True
173904,2020096098,40.4208,-80.0479,PENN LINCOLN PY,1,1.0,3.0,1.0,2020,5,13.0,2020-10,True
173905,2020096099,40.4359,-80.147,PENN LINCOLN PY,1,2.0,3.0,1.0,2020,7,22.0,2020-10,False
173906,2020096108,40.4403,-79.7577,PENN LINCOLN PY,1,3.0,3.0,1.0,2020,1,19.0,2020-10,False
173907,2020096125,40.6158,-80.0957,RAYMOND P SHAFER HW,1,3.0,3.0,1.0,2020,5,19.0,2020-11,False
173908,2020096128,40.4434,-79.765,PENN LINCOLN PY,1,3.0,3.0,1.0,2020,6,18.0,2020-11,False
173909,2020096131,40.4381,-79.7563,PENN LINCOLN PY,1,1.0,3.0,1.0,2020,7,11.0,2020-11,True
173910,2020096132,40.4973,-79.9322,SR 0028 SH,1,1.0,3.0,1.0,2020,7,14.0,2020-11,True
173911,2020096134,40.4255,-79.9067,PENN LINCOLN PY,1,3.0,3.0,1.0,2020,7,17.0,2020-11,False
173912,2020096144,40.5002,-80.1238,RAYMOND P SHAFER HW,1,1.0,3.0,1.0,2020,2,14.0,2020-11,True
173913,2020096152,40.5518,-79.995,BENNINGTON WOODS DR,1,1.0,3.0,1.0,2020,3,10.0,2020-11,True
173914,2020096163,40.4755,-80.0582,MCKEES ROCKS BR,1,3.0,3.0,1.0,2020,7,3.0,2020-11,False
173916,2020096202,40.3885,-79.881,GREENSPRINGS AV,1,1.0,3.0,1.0,2020,3,14.0,2020-11,True
173919,2020096271,40.4026,-80.0311,BROADWAY AV,1,3.0,3.0,1.0,2020,3,18.0,2020-11,False
173921,2020096273,40.43,-79.9876,MURIEL ST,1,3.0,3.0,1.0,2020,2,18.0,2020-11,False
173922,2020096274,40.5815,-79.8834,SAXONBURG BL,1,1.0,3.0,1.0,2020,2,14.0,2020-11,True
173924,2020096365,40.5619,-80.021,BABCOCK BL,1,2.0,3.0,1.0,2020,4,20.0,2020-11,False
173927,2020096396,40.3736,-79.912,PLAPORT ST,1,3.0,3.0,1.0,2020,5,3.0,2020-11,False
173928,2020096423,40.5709,-80.2157,BEAVER ST,1,3.0,3.0,1.0,2020,6,4.0,2020-11,False
173929,2020096435,40.4571,-79.8274,DUFF RD,1,1.0,3.0,1.0,2020,5,7.0,2020-11,True
173930,2020096436,40.4608,-79.9698,32ND ST,1,1.0,3.0,1.0,2020,3,14.0,2020-11,True
173931,2020096439,40.4512,-79.9824,LIBERTY AV,1,1.0,3.0,9.0,2020,4,14.0,2020-11,True
173932,2020096442,40.3677,-79.9297,IRWIN RUN RD,1,1.0,3.0,1.0,2020,5,7.0,2020-11,True
173933,2020096447,40.3503,-80.1049,WINFIELD ST,1,1.0,3.0,1.0,2020,4,11.0,2020-11,True
173935,2020096450,40.4989,-79.9448,LOCUST ST,1,1.0,3.0,1.0,2020,7,16.0,2020-11,True
173936,2020096465,40.4186,-79.847,ATLANTIC AV,1,1.0,3.0,9.0,2020,4,14.0,2020-11,True
173937,2020096485,40.4566,-79.9397,LIBERTY AV,1,1.0,3.0,1.0,2020,5,7.0,2020-11,True
173939,2020096516,40.4186,-80.089,PENN LINCOLN PY,1,3.0,3.0,1.0,2020,7,4.0,2020-10,False
173940,2020096526,40.4923,-79.8962,ALLEGHENY VALLEY EX,1,1.0,3.0,1.0,2020,2,16.0,2020-11,True
173941,2020096560,40.5628,-79.8,ALLEGHENY VALLEY EX,1,3.0,3.0,1.0,2020,3,20.0,2020-11,False
